address,availability_date,construction_year,floors,current_state,habitable_area,rent,charges,energy_consumption
"Avenue du Château 59
    bus 61
    | 1081 - Koekelberg",01/05/2017,2016,8,"",97 m2,€ 895 /maand,€ 135,61 kWu/m2
"","","","","","","","",""
"Boulevard Emile Jacqmain 127
    
    | 1000 - Bruxelles",01/01/2018,2012,5,Uitstekende staat,90 m2,€ 900 /maand,€ 95,173 kWu/m2
"","","","","","","","",""
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/05/2018,2001,3,Uitstekende staat,100 m2,€ 900 /maand,€ 225,224 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",5,Uitstekende staat,85 m2,€ 890 /maand,€ 170,481 kWu/m2
"rue Xavier De Bue 34 
    bus 0
    | 1180 - Ukkel","","",3,"",108 m2,€ 890 /maand,€ 100,935 kWu/m2
"1200 WOLUWE-SAINT-LAMBERT
    
    |
    
      Adres aanvragen","","",6,Goede staat,85 m2,€ 900 /maand,€ 150,""
"1050 Elsene
    
    |
    
      Adres aanvragen",15/03/2018,1962,7,Goede staat,95 m2,€ 890 /maand,€ 220,311 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen","","",3,Vernieuwd,90 m2,€ 900 /maand,€ 55,""
"1190 Vorst
    
    |
    
      Adres aanvragen","",2016,6,"",84 m2,€ 900 /maand,€ 70,80 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen",01/06/2018,"",7,Uitstekende staat,75 m2,€ 890 /maand,€ 100,105 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen",24/04/2018,1960,3,Vernieuwd,95 m2,€ 900 /maand,€ 5,""
"1190 Vorst
    
    |
    
      Adres aanvragen","",2016,6,"",93 m2,€ 890 /maand,€ 70,80 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",5,Uitstekende staat,90 m2,€ 900 /maand,€ 90,""
"","","","","","","","",""
"1050 Elsene
    
    |
    
      Adres aanvragen","","",3,Uitstekende staat,90 m2,€ 895 /maand,€ 30,291 kWu/m2
"81/83 rue des pecheries 81/83
    bus 60
    | 1170 - Watermaal-Bosvoorde","","",4,Uitstekende staat,87 m2,€ 900 /maand,€ 200,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",2,"",80 m2,€ 890 /maand,€ 150,""
"1020 Bruxelles  2
    
    |
    
      Adres aanvragen","","","","",90 m2,€ 900 /maand,€ 88,156 kWu/m2
"square valère-gilles 16
    
    | 1050 - Elsene","","",4,Uitstekende staat,85 m2,€ 900 /maand,€ 150,311 kWu/m2
"","","","","","","","",""
"","","","","","","","",""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",01/07/2018,1961,4,Uitstekende staat,85 m2,€ 900 /maand,€ 190,305 kWu/m2
"Rue Thomas Vinçotte 30
    
    | 1030 - Schaarbeek","","",2,Uitstekende staat,95 m2,€ 895 /maand,"",""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",3,"",97 m2,€ 900 /maand,€ 50,""
"1140 Evere
    
    |
    
      Adres aanvragen","","",3,Goede staat,100 m2,€ 900 /maand,"",""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",5,"",85 m2,€ 900 /maand,€ 150,347 kWu/m2
"","","","","","","","",""
"Avenue Paul Dejaer 23
    
    | 1060 - St-Gillis","",1920,5,Goede staat,90 m2,€ 900 /maand,€ 40,""
"Avenue Gabriel Emile Lebon 37
    
    | 1160 - Oudergem",01/07/2018,1962,7,Goede staat,90 m2,€ 900 /maand,€ 150,271 kWu/m2
"Avenue Chazal 176
    
    | 1030 - Schaarbeek",01/05/2018,"",4,Goede staat,100 m2,€ 895 /maand,€ 200,625 kWu/m2
"1080 Molenbeek-Saint-Jean
    
    |
    
      Adres aanvragen",01/04/2018,2017,3,"",100 m2,€ 900 /maand,€ 10,150 kWu/m2
"Nieuwstraat 11,
    
    | 1000 - Brussel","","","","",110 m2,€ 890 /maand,€ 140,98 kWu/m2
"Avenue du Cimetière de Bruxelles 126,
    
    | 1140 - Evere","","","",Goede staat,"",€ 900 /maand,"",91 kWu/m2
"Avenue des Cerisiers 30
    
    | 1030 - Schaarbeek",01/04/2018,"",4,Goede staat,93 m2,€ 900 /maand,"",""
"rue des carmélites 132
    
    | 1180 - Ukkel","","",3,Vernieuwd,110 m2,€ 890 /maand,€ 75,""
"boulevard Sylvain Dupuis 229
    
    | 1070 - Anderlecht",01/06/2050,"",5,Uitstekende staat,90 m2,€ 890 /maand,"",210 kWu/m2
"Rue Auguste Lambiotte 48
    
    | 1030 - Schaarbeek","","",3,Vernieuwd,90 m2,€ 890 /maand,"",""
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/02/2018,1965,3,"",88 m2,€ 895 /maand,€ 70,""
"rue Bonaventure 24
    
    | 1090 - Jette","","",3,Uitstekende staat,85 m2,€ 900 /maand,€ 80,""
"","","","","","","","",""
"","","","","","","","",""
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/05/2018,1935,"",Goede staat,90 m2,€ 900 /maand,€ 100,""
"1150 WOLUWE-SAINT-PIERRE
    
    |
    
      Adres aanvragen",01/07/2018,"",5,"",100 m2,€ 900 /maand,€ 90,""
"","","","","","","","",""
"","","","","","","","",""
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen",01/04/2018,2018,3,"",90 m2,€ 900 /maand,€ 110,""
"","","","","","","","",""
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen",01/04/2018,2018,3,"",90 m2,€ 890 /maand,€ 105,""
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen",01/04/2018,2018,3,"",90 m2,€ 890 /maand,€ 105,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",15/03/2018,"",4,"",75 m2,€ 900 /maand,€ 70,151 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",5,"",107 m2,€ 900 /maand,€ 180,131 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",5,"",107 m2,€ 900 /maand,€ 180,160 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",5,"",107 m2,€ 900 /maand,€ 180,""
"Avenue Georges Henri 34
    
    | 1200 - St-Lambrechts-Woluwe","","","","",85 m2,€ 900 /maand,€ 150,""
"rue du curé 25
    
    | 1190 - Vorst",15/06/2018,"","","",83 m2,€ 900 /maand,€ 120,""
"1050 Elsene
    
    |
    
      Adres aanvragen","","",4,"",85 m2,€ 890 /maand,€ 150,707 kWu/m2
"1190 Vorst
    
    |
    
      Adres aanvragen","",2017,"","",90 m2,€ 895 /maand,€ 150,""
"1050 Elsene
    
    |
    
      Adres aanvragen","","","","",65 m2,€ 900 /maand,€ 150,597 kWu/m2
"1190 Vorst
    
    |
    
      Adres aanvragen",01/06/2018,"","","",80 m2,€ 900 /maand,€ 160,""
"","","","","","","","",""
"Avenue de Busleyden 3
    
    | 1020 - Laeken",01/08/2018,1980,4,Uitstekende staat,105 m2,€ 900 /maand,€ 80,""
"Rue Hotel des Monnaies 68
    
    | 1060 - Saint-Gilles",01/06/2018,"",5,Uitstekende staat,90 m2,€ 900 /maand,€ 75,161 kWu/m2
"Avenue Eugène Baie 22/Bus3
    
    | 1070 - Anderlecht","",1970,"","",106 m2,€ 900 /maand,€ 150,244 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen","",1892,3,Vernieuwd,85 m2,€ 890 /maand,"",233 kWu/m2
"HEnri Dunantlaan 20
    
    | 1140 - Evere","","",5,Goede staat,80 m2,€ 900 /maand,"",""
"1050 Elsene
    
    |
    
      Adres aanvragen",20/04/2018,"",3,Goede staat,90 m2,€ 895 /maand,€ 200,665 kWu/m2
"Rue Philippe Baucq 98
    
    | 1040 - Etterbeek",01/05/2017,1910,3,Uitstekende staat,80 m2,€ 890 /maand,€ 100,999 kWu/m2
"Rue François Couteaux 46
    
    | 1090 - Jette",01/04/2018,2006,3,Uitstekende staat,85 m2,€ 890 /maand,€ 80,160 kWu/m2
"Ave du Diamant 91-93
    
    | 1030 - Schaarbeek","",1974,4,Uitstekende staat,75 m2,€ 900 /maand,€ 70,151 kWu/m2
"1020 Laken
    
    |
    
      Adres aanvragen",01/07/2018,2010,4,Goede staat,91 m2,€ 900 /maand,"",94 kWu/m2
"Van Overbekelaan 190,
    
    | 1083 - Ganshoren",01/07/2018,"",5,"",100 m2,€ 890 /maand,€ 85,125 kWu/m2
"Adolphe Maxlaan 71
    
    | 1000 - Brussel",01/07/2018,"","",Vernieuwd,97 m2,€ 895 /maand,"",453 kWu/m2
"","","","","","","","",""
"rue Monténégro 88
    
    | 1190 - Vorst","",1932,3,Vernieuwd,100 m2,€ 895 /maand,"",138 kWu/m2
"Tulpenlaan 5,02.02
    
    | 1070 - Anderlecht","",2018,"","","",€ 900 /maand,€ 80,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",4,Vernieuwd,75 m2,€ 900 /maand,€ 70,151 kWu/m2
"Avenue Francois Sebrechts 56
    
    | 1081 - Koekelberg",01/04/2018,2000,8,Uitstekende staat,100 m2,€ 900 /maand,€ 90,490 kWu/m2
"Montagne au chaudron 9
    
    | 1150 - St-Pieters-Woluwe","","",6,Uitstekende staat,107 m2,€ 900 /maand,€ 220,""
"Avenue Slegers 188
    bus 2
    | 1200 - St-Lambrechts-Woluwe",15/06/2018,"",2,Goede staat,100 m2,€ 900 /maand,€ 75,""
"rue de courtrai 6
    
    | 1080 - St-Jans-Molenbeek","",2018,3,Uitstekende staat,100 m2,€ 895 /maand,€ 20,""
"","","","","","","","",""
"Avenue Leon Houyoux 29
    
    | 1160 - Oudergem","","","","",85 m2,€ 900 /maand,€ 150,""
"Boulevard sylvain dupuis 213
    
    | 1070 - Anderlecht",01/07/2018,"",9,Goede staat,110 m2,€ 890 /maand,€ 160,""
"","","","","","","","",""
"W. Van Perck 59
    bus 1
    | 1140 - Evere",01/04/2018,2013,3,Uitstekende staat,80 m2,€ 895 /maand,€ 85,""
"1081 Koekelberg
    
    |
    
      Adres aanvragen","",1999,8,Goede staat,90 m2,€ 895 /maand,€ 90,236 kWu/m2
"1090 Jette
    
    |
    
      Adres aanvragen",15/05/2018,2006,6,Uitstekende staat,95 m2,€ 900 /maand,€ 100,""
"1210 St-Joost-ten-Node
    
    |
    
      Adres aanvragen",15/01/2018,2005,4,Uitstekende staat,100 m2,€ 900 /maand,€ 175,119 kWu/m2
"Rue du finistère 4
    
    | 1000 - Bruxelles ville","","","",Uitstekende staat,80 m2,€ 900 /maand,€ 50,120 kWu/m2
"rue Lens 40
    
    | 1050 - Elsene","","",2,Goede staat,100 m2,€ 900 /maand,€ 200,""
"Heembeeksestraat 229 APP 3.4
    
    | 1120 - NEDER-OVER-HEEMBEEK (BRU.)",01/11/2017,"","","",80 m2,€ 895 /maand,"",98 kWu/m2
"Heembeeksestraat 229 APP 3.3
    
    | 1120 - NEDER-OVER-HEEMBEEK (BRU.)",01/11/2017,"","","",83 m2,€ 895 /maand,"",98 kWu/m2
"Heembeeksestraat 229 APP 2.3
    
    | 1120 - NEDER-OVER-HEEMBEEK (BRU.)",01/11/2017,"","","",83 m2,€ 895 /maand,"",72 kWu/m2
"Heembeeksestraat 229 APP 1.4
    
    | 1120 - NEDER-OVER-HEEMBEEK (BRU.)",01/11/2017,"","","",81 m2,€ 895 /maand,"",72 kWu/m2
"","","","","","","","",""
"Avenue du Cor de Chasse 54
    bus 5
    | 1170 - Watermaal-Bosvoorde",01/06/2018,"",3,Goede staat,60 m2,€ 900 /maand,"",""
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen","",2016,3,"",77 m2,€ 895 /maand,€ 80,144 kWu/m2
"1170 Watermaal-Bosvoorde
    
    |
    
      Adres aanvragen","",1974,"",Uitstekende staat,125 m2,€ 900 /maand,€ 250,184 kWu/m2
"Keizer Karellaan 481,
    
    | 1082 - Sint-Agatha-Berchem","","","","",101 m2,€ 900 /maand,"",131 kWu/m2
"1070 Anderlecht
    
    |
    
      Adres aanvragen",01/06/2018,"",2,Goede staat,75 m2,€ 900 /maand,€ 100,""
"1050 Elsene
    
    |
    
      Adres aanvragen",01/03/2018,"",3,Goede staat,75 m2,€ 900 /maand,€ 50,""
"1060 St-Gillis
    
    |
    
      Adres aanvragen","","",2,Vernieuwd,95 m2,€ 900 /maand,€ 60,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",31/03/2018,2010,"",Uitstekende staat,85 m2,€ 900 /maand,€ 100,""
"Avenue Alexandre Bertrand 21
    
    | 1190 - Vorst","","",2,"",80 m2,€ 895 /maand,"",""
"1140 Evere
    
    |
    
      Adres aanvragen",15/06/2018,2010,4,"",85 m2,€ 900 /maand,€ 75,133 kWu/m2
"","","","","","","","",""
"place Saint-Gery 24
    
    | 1000 - Brussel","",1950,4,"",85 m2,€ 900 /maand,€ 10,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",4,"",90 m2,€ 900 /maand,"",200 kWu/m2
"1210 Saint-Josse-ten-Noode
    
    |
    
      Adres aanvragen","","","",Goede staat,65 m2,€ 890 /maand,€ 40,395 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/05/2018,"",6,"",80 m2,€ 900 /maand,€ 50,""
"1050 Elsene
    
    |
    
      Adres aanvragen",01/07/2018,2004,6,Uitstekende staat,80 m2,€ 900 /maand,€ 110,""
"avenue DAILLY 49
    bus 12
    | 1030 - Schaarbeek",15/07/2018,"",5,"",110 m2,€ 900 /maand,€ 1.133,""
"1000 Bruxelles  1
    
    |
    
      Adres aanvragen",01/07/2018,2011,5,"",89 m2,€ 890 /maand,€ 95,""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen","",1969,6,"",90 m2,€ 900 /maand,€ 180,188 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/07/2018,"",6,"",120 m2,€ 900 /maand,€ 230,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","",2012,"","",105 m2,€ 890 /maand,€ 150,""
"1050 Elsene
    
    |
    
      Adres aanvragen",31/03/2018,1962,7,"",95 m2,€ 890 /maand,€ 220,311 kWu/m2
"","","","","","","","",""
"1070 Anderlecht
    
    |
    
      Adres aanvragen",01/04/2018,"","","",100 m2,€ 890 /maand,€ 85,287 kWu/m2
"rue Pierre Decoster 96
    
    | 1190 - Vorst","","","","",85 m2,€ 890 /maand,€ 60,""
"1200 St-Lambrechts-Woluwe
    
    |
    
      Adres aanvragen",01/07/2018,"",3,"",90 m2,€ 895 /maand,€ 85,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",02/04/2018,1955,5,"",70 m2,€ 900 /maand,€ 180,""
"1190 Vorst
    
    |
    
      Adres aanvragen",01/05/2018,"","","",70 m2,€ 890 /maand,€ 150,220 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",01/07/2018,"",2,"",90 m2,€ 900 /maand,€ 30,""
"1000 Bruxelles
    
    |
    
      Adres aanvragen","","","","",84 m2,€ 890 /maand,€ 200,336 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","","","",80 m2,€ 900 /maand,€ 70,""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen","","",7,"",85 m2,€ 900 /maand,€ 150,""
"rue de la Victoire 208
    bus 2
    | 1060 - Saint-Gilles",22/04/2018,1935,3,Uitstekende staat,90 m2,€ 900 /maand,€ 15,211 kWu/m2
"rue de la Victoire 208/2
    
    | 1050 - Elsene",22/04/2018,1935,3,Uitstekende staat,90 m2,€ 900 /maand,€ 15,211 kWu/m2
"Bockstaellaan 225 225
    bus 7
    | 1020 - Laeken","",1912,"",Uitstekende staat,130 m2,€ 900 /maand,€ 120,""
"Rue de Fleurbeek 0
    
    | 1180 - Ukkel",01/06/2018,1967,3,Uitstekende staat,80 m2,€ 910 /maand,€ 155,93 kWu/m2
"Rue Willy Van Der Meeren 15
    bus 15
    | 1140 - Evere",01/06/2018,2015,15,Uitstekende staat,91 m2,€ 910 /maand,€ 95,""
"Avenue Guillaume Herinckx 25
    bus x
    | 1180 - Ukkel",19/02/2018,"",4,Uitstekende staat,100 m2,€ 900 /maand,€ 225,""
"","","","","","","","",""
"Rue Neuve 11
    
    | 1000 - Bruxelles",15/02/2018,2013,6,Goede staat,"",€ 900 - € 950,"",88 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","",1950,5,Goede staat,90 m2,€ 900 /maand,€ 70,151 kWu/m2
"Place Adolphe Sax 2,5
    
    | 1050 - Elsene",07/03/2018,2007,9,Goede staat,85 m2,€ 900 /maand,€ 65,""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen","",1974,4,Uitstekende staat,80 m2,€ 900 /maand,€ 180,425 kWu/m2
"Boulevard Emile Jacqmain 127
    
    | 1000 - Bruxelles",01/01/2018,2012,5,Uitstekende staat,90 m2,€ 900 /maand,€ 95,173 kWu/m2
"","","","","","","","",""
"1200 WOLUWE-SAINT-LAMBERT
    
    |
    
      Adres aanvragen","","",6,Goede staat,85 m2,€ 900 /maand,€ 150,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen","","",3,Vernieuwd,90 m2,€ 900 /maand,€ 55,""
"1190 Vorst
    
    |
    
      Adres aanvragen","",2016,6,"",84 m2,€ 900 /maand,€ 70,80 kWu/m2
"avenue de la Basilique 108
    
    | 1082 - Berchem-Ste-Agathe","",1978,7,Uitstekende staat,121 m2,€ 910 /maand,"",252 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen",24/04/2018,1960,3,Vernieuwd,95 m2,€ 900 /maand,€ 5,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",5,Uitstekende staat,90 m2,€ 900 /maand,€ 90,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","",2000,2,Uitstekende staat,101 m2,€ 900 /maand,€ 225,224 kWu/m2
"81/83 rue des pecheries 81/83
    bus 60
    | 1170 - Watermaal-Bosvoorde","","",4,Uitstekende staat,87 m2,€ 900 /maand,€ 200,""
"1020 Bruxelles  2
    
    |
    
      Adres aanvragen","","","","",90 m2,€ 900 /maand,€ 88,156 kWu/m2
"square valère-gilles 16
    
    | 1050 - Elsene","","",4,Uitstekende staat,85 m2,€ 900 /maand,€ 150,311 kWu/m2
"1060 Saint-Gilles
    
    |
    
      Adres aanvragen","","",4,"",83 m2,€ 900 /maand,€ 50,""
"","","","","","","","",""
"","","","","","","","",""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",3,"",97 m2,€ 900 /maand,€ 50,""
"1140 Evere
    
    |
    
      Adres aanvragen","","",3,Goede staat,100 m2,€ 900 /maand,"",""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",5,"",85 m2,€ 900 /maand,€ 150,347 kWu/m2
"Place des Tulipes 11
    
    | 1070 - Anderlecht",01/04/2018,"","","",75 m2,€ 900 /maand,€ 50,""
"Avenue Paul Dejaer 23
    
    | 1060 - St-Gillis","",1920,5,Goede staat,90 m2,€ 900 /maand,€ 40,""
"Avenue Gabriel Emile Lebon 37
    
    | 1160 - Oudergem",01/07/2018,1962,7,Goede staat,90 m2,€ 900 /maand,€ 150,271 kWu/m2
"Burgemeester  Etienne  Demunterlaan 23
    bus 4
    | 1090 - Jette","",2014,"",Uitstekende staat,100 m2,€ 910 /maand,"",""
"1080 Molenbeek-Saint-Jean
    
    |
    
      Adres aanvragen",01/04/2018,2017,3,"",100 m2,€ 900 /maand,€ 10,150 kWu/m2
"Avenue du Cimetière de Bruxelles 126,
    
    | 1140 - Evere","","","",Goede staat,"",€ 900 /maand,"",91 kWu/m2
"Avenue des Cerisiers 30
    
    | 1030 - Schaarbeek",01/04/2018,"",4,Goede staat,93 m2,€ 900 /maand,"",""
"rue Bonaventure 24
    
    | 1090 - Jette","","",3,Uitstekende staat,85 m2,€ 900 /maand,€ 80,""
"Burgemeester Etienne Demunterlaan¨ 13
    
    | 1090 - Jette",01/06/2018,"",4,"",90 m2,€ 900 /maand,€ 25,""
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/05/2018,1935,"",Goede staat,90 m2,€ 900 /maand,€ 100,""
"1150 WOLUWE-SAINT-PIERRE
    
    |
    
      Adres aanvragen",01/07/2018,"",5,"",100 m2,€ 900 /maand,€ 90,""
"avenue Chazal 151
    bus 6
    | 1030 - Schaarbeek",01/05/2018,"",5,"",110 m2,€ 900 /maand,€ 150,""
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen",01/04/2018,"",3,"",93 m2,€ 900 /maand,€ 110,""
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen",01/04/2018,2018,3,"",90 m2,€ 900 /maand,€ 110,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen",10/01/2018,"",5,"",115 m2,€ 900 /maand,€ 225,258 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",15/03/2018,"",4,"",75 m2,€ 900 /maand,€ 70,151 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",5,"",107 m2,€ 900 /maand,€ 180,131 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",5,"",107 m2,€ 900 /maand,€ 180,160 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",5,"",107 m2,€ 900 /maand,€ 180,""
"Avenue Georges Henri 34
    
    | 1200 - St-Lambrechts-Woluwe","","","","",85 m2,€ 900 /maand,€ 150,""
"rue du curé 25
    
    | 1190 - Vorst",15/06/2018,"","","",83 m2,€ 900 /maand,€ 120,""
"1050 Elsene
    
    |
    
      Adres aanvragen","","","","",65 m2,€ 900 /maand,€ 150,597 kWu/m2
"1190 Vorst
    
    |
    
      Adres aanvragen",01/06/2018,"","","",80 m2,€ 900 /maand,€ 160,""
"Avenue de Busleyden 3
    
    | 1020 - Laeken",01/08/2018,1980,4,Uitstekende staat,105 m2,€ 900 /maand,€ 80,""
"Rue Hotel des Monnaies 68
    
    | 1060 - Saint-Gilles",01/06/2018,"",5,Uitstekende staat,90 m2,€ 900 /maand,€ 75,161 kWu/m2
"Avenue Eugène Baie 22/Bus3
    
    | 1070 - Anderlecht","",1970,"","",106 m2,€ 900 /maand,€ 150,244 kWu/m2
"HEnri Dunantlaan 20
    
    | 1140 - Evere","","",5,Goede staat,80 m2,€ 900 /maand,"",""
"Ave du Diamant 91-93
    
    | 1030 - Schaarbeek","",1974,4,Uitstekende staat,75 m2,€ 900 /maand,€ 70,151 kWu/m2
"1020 Laken
    
    |
    
      Adres aanvragen",01/07/2018,2010,4,Goede staat,91 m2,€ 900 /maand,"",94 kWu/m2
"Tulpenlaan 5,02.02
    
    | 1070 - Anderlecht","",2018,"","","",€ 900 /maand,€ 80,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",4,Vernieuwd,75 m2,€ 900 /maand,€ 70,151 kWu/m2
"Avenue Francois Sebrechts 56
    
    | 1081 - Koekelberg",01/04/2018,2000,8,Uitstekende staat,100 m2,€ 900 /maand,€ 90,490 kWu/m2
"","","","","","","","",""
"Avenue Slegers 188
    bus 2
    | 1200 - St-Lambrechts-Woluwe",15/06/2018,"",2,Goede staat,100 m2,€ 900 /maand,€ 75,""
"Avenue Bourgmestre Etienne Demunter 23
    bus 2.3
    | 1090 - Jette","",2015,4,Uitstekende staat,100 m2,€ 910 /maand,€ 100,""
"Boulevard de Smet de Naeyer 295
    
    | 1090 - Jette","","",4,Goede staat,81 m2,€ 900 /maand,€ 150,""
"Avenue Leon Houyoux 29
    
    | 1160 - Oudergem","","","","",85 m2,€ 900 /maand,€ 150,""
"Rue Stévin 117
    bus 2G
    | 1000 - Brussel","","",3,"",89 m2,€ 910 /maand,€ 65,""
"av.des croix du feu 241
    bus 1
    | 1020 - Laeken",01/12/2017,1960,3,Vernieuwd,99 m2,€ 910 /maand,"",""
"1090 Jette
    
    |
    
      Adres aanvragen",15/05/2018,2006,6,Uitstekende staat,95 m2,€ 900 /maand,€ 100,""
"1210 St-Joost-ten-Node
    
    |
    
      Adres aanvragen",15/01/2018,2005,4,Uitstekende staat,100 m2,€ 900 /maand,€ 175,119 kWu/m2
"Rue du finistère 4
    
    | 1000 - Bruxelles ville","","","",Uitstekende staat,80 m2,€ 900 /maand,€ 50,120 kWu/m2
"rue Lens 40
    
    | 1050 - Elsene","","",2,Goede staat,100 m2,€ 900 /maand,€ 200,""
"Martin Pfeiffer 00
    
    | 1080 - Molenbeek-St-Jean","",1970,5,"",90 m2,€ 910 /maand,€ 150,""
"1060 SAINT-GILLES
    
    |
    
      Adres aanvragen","","",4,"",120 m2,€ 900 /maand,"",""
"Avenue du Cor de Chasse 54
    bus 5
    | 1170 - Watermaal-Bosvoorde",01/06/2018,"",3,Goede staat,60 m2,€ 900 /maand,"",""
"","","","","","","","",""
"Keizer Karellaan 481,
    
    | 1082 - Sint-Agatha-Berchem","","","","",101 m2,€ 900 /maand,"",131 kWu/m2
"1070 Anderlecht
    
    |
    
      Adres aanvragen",01/06/2018,"",2,Goede staat,75 m2,€ 900 /maand,€ 100,""
"1050 Elsene
    
    |
    
      Adres aanvragen",01/03/2018,"",3,Goede staat,75 m2,€ 900 /maand,€ 50,""
"1060 St-Gillis
    
    |
    
      Adres aanvragen","","",2,Vernieuwd,95 m2,€ 900 /maand,€ 60,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",31/03/2018,2010,"",Uitstekende staat,85 m2,€ 900 /maand,€ 100,""
"1140 Evere
    
    |
    
      Adres aanvragen",15/06/2018,2010,4,"",85 m2,€ 900 /maand,€ 75,133 kWu/m2
"place Saint-Gery 24
    
    | 1000 - Brussel","",1950,4,"",85 m2,€ 900 /maand,€ 10,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",4,"",90 m2,€ 900 /maand,"",200 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/05/2018,"",6,"",80 m2,€ 900 /maand,€ 50,""
"1050 Elsene
    
    |
    
      Adres aanvragen",01/07/2018,2004,6,Uitstekende staat,80 m2,€ 900 /maand,€ 110,""
"avenue DAILLY 49
    bus 12
    | 1030 - Schaarbeek",15/07/2018,"",5,"",110 m2,€ 900 /maand,€ 1.133,""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen","",1969,6,"",90 m2,€ 900 /maand,€ 180,188 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/07/2018,"",6,"",120 m2,€ 900 /maand,€ 230,""
"1000 Bruxelles  1
    
    |
    
      Adres aanvragen","",2011,5,"",90 m2,€ 900 /maand,€ 95,""
"","","","","","","","",""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",01/07/2018,"",2,"",90 m2,€ 900 /maand,€ 30,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","","","",80 m2,€ 900 /maand,€ 70,""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen","","",7,"",85 m2,€ 900 /maand,€ 150,""
"Rue de Fleurbeek 0
    
    | 1180 - Ukkel",01/06/2018,1967,3,Uitstekende staat,80 m2,€ 910 /maand,€ 155,93 kWu/m2
"Rue Willy Van Der Meeren 15
    bus 15
    | 1140 - Evere",01/06/2018,2015,15,Uitstekende staat,91 m2,€ 910 /maand,€ 95,""
"Avenue Maréchal Joffre 95
    
    | 1190 - Vorst",04/07/2018,1930,5,Vernieuwd,115 m2,€ 920 /maand,€ 160,186 kWu/m2
"avenue de la Basilique 108
    
    | 1082 - Berchem-Ste-Agathe","",1978,7,Uitstekende staat,121 m2,€ 910 /maand,"",252 kWu/m2
"","","","","","","","",""
